Blue,Green,Red,NIR,SWIR-1,SWIR-2,Landcover
0.046,0.0656,0.056,0.1938,0.1645,0.0892,10
0.0458,0.06705,0.05425,0.2107,0.1665,0.09595,10
0.04465,0.0628,0.04145,0.2875,0.14415,0.0713,10
0.0489,0.0717,0.0551,0.201,0.161,0.0894,10
0.0424,0.0607,0.0427,0.2242,0.1595,0.0853,10
0.0594,0.0765,0.0493,0.3452,0.2054,0.1003,10
0.0603,0.0847,0.0836,0.2322,0.2472,0.1745,10
0.0477,0.0625,0.0504,0.217,0.1583,0.0916,10
0.0411,0.0584,0.0412,0.257,0.168,0.0787,10
0.0515,0.071,0.057,0.1918,0.1442,0.0907,10
0.0543,0.0739,0.07305,0.2037,0.1632,0.1106,10
0.0527,0.0811,0.0534,0.263,0.1825,0.0915,10
0.0466,0.0736,0.0556,0.2778,0.195,0.1077,10
0.0394,0.0591,0.0508,0.2392,0.1728,0.0871,10
0.0699,0.0972,0.1015,0.2304,0.2424,0.1653,10
0.0506,0.0695,0.0489,0.2864,0.1788,0.0873,10
0.1046,0.1224,0.0886,0.474,0.2836,0.1369,10
0.05335,0.0727,0.06445,0.2349,0.17895,0.1031,10
0.0437,0.0675,0.0449,0.2334,0.1677,0.0849,10
0.0429,0.0654,0.0518,0.2406,0.1831,0.1112,10
0.0541,0.0787,0.0589,0.2776,0.2087,0.1157,10
0.0526,0.0713,0.061,0.223,0.1917,0.1101,10
0.0546,0.0763,0.0525,0.269,0.1597,0.0804,10
0.0448,0.0667,0.059,0.1982,0.185,0.1061,10
0.054,0.0716,0.0548,0.2684,0.1895,0.0983,10
0.0455,0.05915,0.0506,0.2322,0.1722,0.09595,10
0.0452,0.0601,0.0404,0.2514,0.1634,0.0816,10
0.0466,0.07025,0.05625,0.2276,0.19445,0.1137,10
0.05555,0.0773,0.07215,0.2592,0.19435,0.1167,10
0.046,0.05995,0.04505,0.2597,0.15305,0.0759,10
0.0621,0.08375,0.06915,0.2208,0.1705,0.09905,10
0.03835,0.05405,0.0407,0.2332,0.1567,0.07615,10
0.0643,0.0882,0.06935,0.3316,0.23155,0.1168,10
0.0593,0.0818,0.0727,0.2386,0.1784,0.1044,10
0.073,0.0913,0.0783,0.27,0.1954,0.1487,10
0.0604,0.0816,0.078,0.2544,0.1838,0.1347,10
0.0475,0.0641,0.06,0.1744,0.1649,0.1013,10
0.0407,0.0605,0.0425,0.3088,0.2043,0.0976,10
0.04395,0.06155,0.05155,0.184,0.1687,0.0949,10
0.0415,0.0626,0.0434,0.2406,0.15755,0.08,10
0.0666,0.09265,0.07365,0.282,0.20375,0.1176,10
0.0603,0.0872,0.084,0.258,0.2238,0.1445,10
0.07,0.0819,0.0853,0.1704,0.1549,0.1155,10
0.0746,0.1024,0.0625,0.4304,0.2616,0.1302,10
0.04585,0.0606,0.0536,0.2337,0.21395,0.12215,10
0.0643,0.085,0.0897,0.2174,0.1972,0.1393,10
0.04815,0.07095,0.0496,0.2477,0.1739,0.0899,10
0.0486,0.0712,0.0681,0.198,0.2063,0.126,10
0.0608,0.0786,0.0738,0.2314,0.1871,0.1216,10
0.0546,0.0754,0.074,0.2422,0.1912,0.1188,10
0.0375,0.0552,0.0386,0.271,0.1498,0.0652,10
0.04015,0.0556,0.04125,0.216,0.12995,0.06345,10
0.06385,0.0785,0.06645,0.2498,0.16965,0.0966,10
0.0512,0.0728,0.0615,0.25,0.2139,0.1221,10
0.0465,0.0734,0.04715,0.2646,0.1805,0.09465,10
0.0456,0.0669,0.0423,0.2884,0.1694,0.0753,10
0.0508,0.0727,0.0506,0.263,0.1766,0.0954,10
0.0563,0.08405,0.0584,0.3178,0.23325,0.13675,10
0.0574,0.08085,0.07645,0.2004,0.1689,0.10135,10
0.05355,0.0736,0.0516,0.3169,0.1891,0.0919,10
0.04795,0.06635,0.0546,0.2483,0.1847,0.099,10
0.04345,0.0586,0.0518,0.1987,0.1809,0.1026,10
0.04785,0.06715,0.05175,0.2476,0.18395,0.09875,10
0.0392,0.0557,0.0469,0.1996,0.1522,0.0772,10
0.04315,0.06435,0.0519,0.2479,0.1856,0.1018,10
0.0628,0.0885,0.0609,0.2578,0.1726,0.0896,10
0.0647,0.0841,0.0777,0.2414,0.2144,0.1406,10
0.0563,0.0805,0.0491,0.312,0.1918,0.094,10
0.0491,0.06805,0.0511,0.2657,0.15335,0.07515,10
0.0536,0.0728,0.0584,0.2158,0.1478,0.0759,10
0.0742,0.1038,0.105,0.2544,0.205,0.1284,10
0.038,0.0604,0.0436,0.2332,0.1731,0.0899,10
0.0584,0.0841,0.0688,0.2692,0.1831,0.1079,10
0.0394,0.059,0.0406,0.2874,0.1815,0.0862,10
0.0501,0.0688,0.0519,0.2446,0.1435,0.0799,10
0.0684,0.0915,0.0631,0.3372,0.1951,0.0928,10
0.0384,0.0569,0.0406,0.2368,0.143,0.0651,10
0.058,0.0733,0.0661,0.1642,0.1379,0.0929,10
0.04975,0.0596,0.0426,0.2543,0.1822,0.09245,10
0.061,0.0812,0.0774,0.2068,0.1905,0.1357,10
0.0602,0.07975,0.0838,0.2277,0.1956,0.1368,10
0.05355,0.0734,0.0773,0.2036,0.2143,0.1336,10
0.08545,0.1069,0.0745,0.4358,0.2823,0.14605,10
0.0496,0.0662,0.0618,0.2086,0.1798,0.0956,10
0.0381,0.0544,0.0379,0.2104,0.1438,0.0643,10
0.0575,0.0733,0.0782,0.1784,0.1654,0.1108,10
0.0615,0.0802,0.0782,0.2189,0.1752,0.1191,10
0.04465,0.06365,0.0427,0.2296,0.1618,0.08015,10
0.07435,0.0931,0.09035,0.2094,0.1776,0.12345,10
0.0525,0.06005,0.0435,0.1771,0.13535,0.08235,10
0.0426,0.0642,0.04585,0.2314,0.1652,0.0831,10
0.0573,0.0684,0.0637,0.1886,0.1635,0.1222,10
0.0574,0.0728,0.0539,0.1908,0.14,0.0794,10
0.0482,0.0698,0.0394,0.3208,0.1627,0.0705,10
0.0584,0.081,0.0585,0.3096,0.1883,0.0964,10
0.0556,0.0803,0.0807,0.2254,0.1795,0.1168,10
0.0684,0.0863,0.0877,0.1918,0.1983,0.1386,10
0.0478,0.0734,0.0525,0.252,0.19335,0.1048,10
0.0479,0.0684,0.055,0.2192,0.1418,0.0759,10
0.0368,0.0584,0.0421,0.268,0.18005,0.09035,10
0.0466,0.0621,0.059,0.2482,0.2246,0.138,10
0.0633,0.0865,0.0809,0.288,0.1938,0.116,10
0.06195,0.08515,0.05985,0.2915,0.19005,0.10125,10
0.0509,0.0702,0.0637,0.2196,0.2061,0.13,10
0.035,0.0525,0.0374,0.2336,0.1602,0.0739,10
0.05845,0.088,0.05175,0.3932,0.19175,0.08375,10
0.0404,0.0573,0.0373,0.2442,0.1575,0.0784,10
0.0573,0.0768,0.0788,0.2046,0.2118,0.1242,10
0.0593,0.0795,0.072,0.2552,0.2011,0.154,10
0.0473,0.0684,0.0532,0.203,0.1822,0.0987,10
0.05085,0.0688,0.046,0.318,0.1952,0.09825,10
0.0613,0.0832,0.0858,0.2018,0.1942,0.1131,10
0.0626,0.0885,0.0621,0.2896,0.1894,0.093,10
0.0702,0.0851,0.06225,0.3361,0.2109,0.1054,10
0.0489,0.0772,0.0576,0.2718,0.1806,0.0944,10
0.0396,0.0576,0.0381,0.2424,0.1635,0.0799,10
0.039,0.0556,0.0408,0.2256,0.1556,0.0729,10
0.03665,0.0562,0.03775,0.2709,0.17395,0.0848,10
0.0557,0.0811,0.0744,0.3046,0.2368,0.1444,10
0.0606,0.0757,0.0675,0.211,0.2054,0.1344,10
0.04275,0.06145,0.05455,0.223,0.19015,0.10575,10
0.0535,0.0807,0.0653,0.2592,0.1981,0.1191,10
0.0844,0.096,0.1194,0.1798,0.1885,0.1539,10
0.0648,0.0849,0.0863,0.2206,0.1828,0.1216,10
0.0533,0.0766,0.0503,0.3216,0.1786,0.0846,10
0.0496,0.0639,0.0448,0.2792,0.1838,0.0907,10
0.056,0.081,0.0611,0.2666,0.2053,0.1076,10
0.0492,0.0723,0.05735,0.2206,0.19465,0.11335,10
0.0698,0.0814,0.0576,0.2722,0.19265,0.0964,10
0.0495,0.06845,0.05085,0.2482,0.17755,0.0922,10
0.05005,0.07085,0.05155,0.2628,0.17345,0.0851,10
0.0628,0.0772,0.0738,0.1988,0.1843,0.1129,10
0.0621,0.0926,0.0983,0.2282,0.1966,0.1514,10
0.04325,0.0637,0.04135,0.2865,0.1641,0.0733,10
0.0474,0.0639,0.0568,0.2656,0.1858,0.1015,10
0.0446,0.0634,0.0562,0.2072,0.2069,0.1185,10
0.0408,0.0586,0.0408,0.2034,0.14135,0.079,10
0.0584,0.0827,0.0779,0.2482,0.2206,0.133,10
0.0759,0.0843,0.0788,0.2368,0.207,0.1206,10
0.0466,0.067,0.0581,0.192,0.1746,0.0996,10
0.0581,0.0793,0.0678,0.2396,0.2154,0.1436,10
0.0563,0.0758,0.0643,0.2254,0.1553,0.1008,10
0.0495,0.0663,0.0641,0.268,0.2452,0.1542,10
0.0687,0.085,0.0846,0.2078,0.2272,0.1739,10
0.0495,0.0718,0.0507,0.2422,0.1806,0.0994,10
0.04995,0.0702,0.06085,0.2321,0.19965,0.11965,10
0.0667,0.0841,0.0786,0.2234,0.1992,0.126,10
0.05645,0.07585,0.0601,0.2544,0.1892,0.10315,10
0.0522,0.0761,0.0656,0.2732,0.1761,0.0972,10
0.0472,0.063,0.0524,0.2008,0.1578,0.1012,10
0.045,0.0653,0.0451,0.25,0.1511,0.0777,10
0.0462,0.0646,0.0608,0.2228,0.2079,0.1348,10
0.04325,0.06425,0.0473,0.2169,0.1654,0.08945,10
0.0404,0.0611,0.045,0.2132,0.1647,0.0846,10
0.0446,0.0625,0.0497,0.2576,0.1828,0.1004,10
0.0626,0.0803,0.0756,0.2146,0.1887,0.1443,10
0.055,0.0738,0.0639,0.2284,0.1705,0.1074,10
0.04455,0.0625,0.05015,0.2389,0.1762,0.0935,10
0.07155,0.0941,0.1094,0.2153,0.21885,0.1573,10
0.0597,0.0769,0.0831,0.2128,0.2372,0.171,10
0.055,0.0687,0.065,0.1858,0.1537,0.1121,10
0.0428,0.06295,0.04775,0.216,0.1665,0.0858,10
0.081,0.1009,0.1246,0.199,0.2207,0.1635,10
0.0537,0.0727,0.0649,0.2254,0.17,0.1006,10
0.0459,0.0612,0.0439,0.2232,0.1657,0.0883,10
0.0445,0.06455,0.04815,0.2632,0.1878,0.10345,10
0.0608,0.0838,0.0625,0.285,0.2033,0.1144,10
0.0601,0.0786,0.0529,0.2798,0.1748,0.0868,10
0.0499,0.0632,0.055,0.1946,0.1844,0.1061,10
0.0579,0.074,0.0863,0.2188,0.2384,0.179,10
0.0494,0.0681,0.0566,0.2428,0.1901,0.1191,10
0.06455,0.09205,0.057,0.3881,0.2421,0.11865,10
0.0408,0.0614,0.0404,0.2532,0.1626,0.0739,10
0.0471,0.06575,0.05165,0.2272,0.1935,0.11605,10
0.047,0.0673,0.0618,0.2214,0.1728,0.0923,10
0.0604,0.0816,0.0703,0.2164,0.1897,0.1091,10
0.0523,0.06975,0.07505,0.2067,0.1754,0.1093,10
0.0432,0.0572,0.0419,0.2632,0.1798,0.0893,10
0.0397,0.06225,0.047,0.2449,0.1447,0.06905,10
0.0955,0.1048,0.0907,0.2326,0.2038,0.1499,10
0.0551,0.0762,0.059,0.2384,0.1822,0.1006,10
0.04565,0.0665,0.0429,0.2751,0.16975,0.07905,10
0.0466,0.06265,0.062,0.1662,0.1788,0.11065,10
0.0549,0.0756,0.057,0.2774,0.1917,0.0994,10
0.05345,0.07815,0.077,0.2259,0.20025,0.1186,10
0.06785,0.0882,0.08485,0.2748,0.2303,0.1693,10
0.05095,0.07135,0.04845,0.2706,0.18385,0.0929,10
0.0862,0.1062,0.069,0.3758,0.2456,0.1198,10
0.0546,0.0775,0.0805,0.237,0.1985,0.1189,10
0.04645,0.0691,0.0574,0.2456,0.2178,0.13,10
0.04835,0.06695,0.05135,0.2724,0.16705,0.0846,10
0.0636,0.0786,0.0565,0.3168,0.2075,0.105,10
0.0569,0.0778,0.0682,0.1764,0.1685,0.1107,10
0.0495,0.0692,0.0532,0.2036,0.1723,0.099,10
0.04825,0.06845,0.04535,0.3081,0.1754,0.07855,10
0.0411,0.0591,0.0424,0.2494,0.175,0.0868,10
0.055,0.0749,0.0669,0.2698,0.1726,0.0975,10
0.0543,0.07895,0.04835,0.3269,0.207,0.1022,10
0.0522,0.0708,0.0525,0.2784,0.1777,0.096,10
0.0753,0.0944,0.1028,0.232,0.2474,0.1908,10
0.0631,0.0858,0.0889,0.1814,0.1994,0.1235,10
0.0515,0.07055,0.06885,0.1793,0.19115,0.1148,10
0.0419,0.0547,0.0467,0.1824,0.1687,0.0945,10
0.04995,0.06065,0.0514,0.2491,0.16305,0.09235,10
0.0737,0.1002,0.0908,0.2698,0.1854,0.109,10
0.0792,0.0948,0.0948,0.1758,0.1764,0.1369,10
0.0384,0.0561,0.03615,0.2562,0.1601,0.0736,10
0.0518,0.0725,0.066,0.2098,0.1783,0.1002,10
0.0738,0.0915,0.1046,0.2276,0.2346,0.1753,10
0.0485,0.0724,0.0681,0.238,0.2201,0.13,10
0.0481,0.0673,0.0454,0.3079,0.1885,0.0854,10
0.0476,0.0617,0.0448,0.2236,0.1437,0.0739,10
0.0541,0.0648,0.0543,0.2374,0.1604,0.0843,10
0.04585,0.07235,0.04535,0.3098,0.17985,0.0843,10
0.0486,0.0667,0.0502,0.2274,0.1632,0.0892,10
0.0563,0.0722,0.0595,0.3106,0.2063,0.1456,10
0.0558,0.0845,0.062,0.3078,0.1928,0.0955,10
0.0901,0.1094,0.075,0.4224,0.214,0.1022,10
0.0621,0.0777,0.0744,0.1884,0.1722,0.116,10
0.0555,0.0743,0.06445,0.2235,0.1571,0.09295,10
0.0537,0.076,0.0812,0.2156,0.2007,0.1399,10
0.0508,0.06725,0.05315,0.2626,0.17265,0.08605,10
0.0507,0.0729,0.0491,0.2872,0.1815,0.0861,10
0.068,0.081,0.0562,0.3076,0.1897,0.091,10
0.0739,0.0973,0.0626,0.314,0.1636,0.0768,10
0.0808,0.09855,0.1058,0.2157,0.18665,0.1364,10
0.0446,0.0671,0.0495,0.252,0.1791,0.1067,10
0.06765,0.0798,0.08105,0.1981,0.20565,0.15575,10
0.0588,0.0749,0.0727,0.2242,0.2025,0.1362,10
0.047,0.0669,0.0478,0.2648,0.1769,0.0923,10
0.0522,0.0696,0.0445,0.3437,0.2049,0.09475,10
0.06065,0.07785,0.06165,0.3109,0.2206,0.1221,10
0.04555,0.0612,0.0505,0.1943,0.16965,0.0953,10
0.03985,0.0579,0.03675,0.2528,0.16515,0.07875,10
0.0493,0.0693,0.0531,0.1952,0.1709,0.0992,10
0.04075,0.05865,0.0408,0.24,0.14355,0.07685,10
0.082,0.0957,0.1052,0.186,0.2038,0.1521,10
0.04435,0.06355,0.0507,0.2231,0.1627,0.08565,10
0.04015,0.06185,0.0404,0.2841,0.18325,0.087,10
0.068,0.0867,0.0577,0.2678,0.1755,0.0854,10
0.0512,0.0709,0.0689,0.186,0.1908,0.1227,10
0.0403,0.0552,0.0403,0.2316,0.1625,0.0767,10
0.0634,0.075,0.0712,0.1692,0.1474,0.0853,10
0.0648,0.0966,0.0999,0.2946,0.2182,0.1576,10
0.0503,0.065,0.0411,0.2766,0.1694,0.0804,10
0.0531,0.0681,0.059,0.2414,0.1761,0.1321,10
0.0495,0.064,0.0582,0.2029,0.1925,0.11395,10
0.0488,0.0689,0.0488,0.2402,0.163,0.0886,10
0.0438,0.0612,0.053,0.2488,0.192,0.1077,10
0.0467,0.0673,0.0498,0.2102,0.1618,0.0882,10
0.0451,0.0658,0.049,0.2226,0.1702,0.0875,10
0.051,0.0747,0.0532,0.3006,0.1895,0.0952,10
0.049,0.0695,0.0676,0.249,0.1933,0.1125,10
0.04245,0.0581,0.04205,0.2385,0.16345,0.08525,10
0.04945,0.067,0.05515,0.183,0.17195,0.1067,10
0.0533,0.0788,0.068,0.2194,0.1846,0.1348,10
0.0488,0.0593,0.0475,0.2036,0.1819,0.14,10
0.0583,0.0796,0.0683,0.268,0.2143,0.1326,10
0.0396,0.0609,0.0404,0.2344,0.1661,0.084,10
0.0531,0.06855,0.063,0.2333,0.17105,0.1077,10
0.0649,0.0847,0.0846,0.2122,0.2042,0.1286,10
0.0437,0.0625,0.0488,0.2034,0.1636,0.0883,10
0.04985,0.0613,0.0492,0.2263,0.1694,0.0855,10
0.06415,0.09045,0.0614,0.3186,0.20485,0.104,10
0.0599,0.0737,0.0713,0.2376,0.1742,0.1193,10
0.0522,0.0805,0.0745,0.2236,0.2177,0.1331,10
0.0415,0.0631,0.0453,0.2094,0.1552,0.0767,10
0.0506,0.0786,0.057,0.2244,0.1779,0.0992,10
0.05335,0.07675,0.07515,0.2365,0.2304,0.1731,10
0.0529,0.064,0.0623,0.1626,0.1718,0.1012,10
0.0584,0.0818,0.09495,0.2269,0.2157,0.13805,10
0.0576,0.081,0.0558,0.3052,0.2051,0.1021,10
0.078,0.0868,0.0838,0.1636,0.1494,0.1115,10
0.044,0.0712,0.0462,0.2366,0.1508,0.0724,10
0.05255,0.07575,0.05425,0.3193,0.19705,0.0928,10
0.04705,0.0682,0.05505,0.2269,0.1675,0.09005,10
0.0525,0.0709,0.0677,0.2112,0.2019,0.1295,10
0.05085,0.0731,0.05685,0.271,0.1978,0.10735,10
0.0476,0.0686,0.0561,0.2498,0.1861,0.0998,10
0.07745,0.104,0.0992,0.2699,0.22255,0.1515,10
0.0626,0.08615,0.0593,0.3544,0.23825,0.1279,10
0.05165,0.0776,0.04885,0.3507,0.18165,0.07785,10
0.0418,0.05675,0.04115,0.2456,0.14585,0.07535,10
0.0645,0.0837,0.0519,0.3022,0.1881,0.0938,10
0.0744,0.0915,0.08325,0.1984,0.2172,0.17225,10
0.0516,0.068,0.0718,0.2018,0.1975,0.123,10
0.04405,0.06395,0.0474,0.2202,0.16815,0.08885,10
0.0466,0.0699,0.0607,0.2322,0.2136,0.1309,10
0.0523,0.0722,0.0794,0.2114,0.1783,0.1122,10
0.0427,0.0648,0.0458,0.2408,0.16825,0.0915,10
0.0439,0.0632,0.0514,0.2362,0.1837,0.0975,10
0.06015,0.0844,0.06205,0.2746,0.20265,0.1024,10
0.0834,0.0991,0.0835,0.2421,0.21585,0.11435,10
0.0474,0.0679,0.057,0.2478,0.1672,0.0914,10
0.0512,0.0725,0.0617,0.2272,0.1874,0.1208,10
0.0401,0.05885,0.0492,0.226,0.1786,0.09555,10
0.0542,0.0687,0.0504,0.2842,0.1907,0.1047,10
0.0493,0.0643,0.0465,0.1294,0.0908,0.0551,10
0.0466,0.0724,0.0582,0.2412,0.1855,0.1053,10
0.0697,0.0895,0.0649,0.3284,0.1851,0.0803,10
0.0762,0.0956,0.0951,0.2544,0.2307,0.166,10
0.0451,0.0685,0.0466,0.2554,0.1734,0.0824,10
0.0497,0.07,0.0595,0.2316,0.1856,0.1133,10
0.0463,0.065,0.0437,0.2654,0.177,0.0813,10
0.0539,0.0771,0.0731,0.2352,0.2076,0.1426,10
0.0429,0.065,0.053,0.215,0.1789,0.0993,10
0.06335,0.0735,0.05315,0.1973,0.1509,0.07595,10
0.0603,0.0793,0.0739,0.2214,0.1742,0.1286,10
0.03705,0.06095,0.0386,0.2405,0.14525,0.0654,10
0.06545,0.0815,0.06955,0.2681,0.1818,0.10835,10
0.0537,0.0777,0.04965,0.29,0.19125,0.0923,10
0.0405,0.0609,0.0452,0.2386,0.1976,0.1022,10
0.05905,0.0793,0.08315,0.2187,0.20615,0.1371,10
0.0607,0.0783,0.0535,0.2544,0.1791,0.0937,10
0.04495,0.066,0.05725,0.1975,0.19285,0.11515,10
0.0438,0.0657,0.0559,0.2304,0.2128,0.122,10
0.04845,0.06925,0.0718,0.2045,0.17955,0.105,10
0.05845,0.08375,0.0507,0.3247,0.20675,0.0998,10
0.0449,0.06355,0.0493,0.2426,0.1715,0.096,10
0.0376,0.05235,0.03905,0.2327,0.1742,0.0899,10
0.06715,0.0978,0.10425,0.2711,0.2563,0.1676,10
0.06145,0.0774,0.07585,0.1957,0.202,0.12615,10
0.0588,0.0855,0.055,0.3618,0.206,0.0963,10
0.0936,0.1188,0.1295,0.2215,0.2104,0.16065,10
0.0555,0.0702,0.0522,0.3216,0.1758,0.0899,10
0.0739,0.0954,0.0993,0.2126,0.1887,0.14,10
0.053,0.0797,0.0668,0.2252,0.1872,0.1174,10
0.04585,0.06715,0.06165,0.2156,0.21185,0.13005,10
0.0404,0.0569,0.0416,0.2474,0.1713,0.0792,10
0.04615,0.06985,0.05075,0.2219,0.1735,0.09265,10
0.0555,0.07745,0.04745,0.3097,0.1841,0.0888,10
0.0564,0.0786,0.074,0.2204,0.1922,0.1178,10
0.0487,0.075,0.0547,0.2796,0.1951,0.0975,10
0.05125,0.069,0.06765,0.1734,0.20825,0.13465,10
0.04135,0.064,0.0438,0.2638,0.13855,0.0624,10
0.0448,0.0587,0.0443,0.211,0.1406,0.0762,10
0.0461,0.0708,0.0556,0.2756,0.1914,0.0937,10
0.05445,0.0756,0.07055,0.2205,0.20605,0.1219,10
0.0518,0.0639,0.0562,0.1858,0.1361,0.0781,10
0.0511,0.0717,0.0685,0.2214,0.2279,0.1415,10
0.05105,0.07075,0.0753,0.2057,0.2176,0.1326,10
0.0494,0.067,0.0514,0.263,0.1589,0.0892,10
0.067,0.092,0.0634,0.3484,0.2111,0.0996,10
0.0966,0.1106,0.1104,0.1982,0.1926,0.1541,10
0.077,0.1071,0.07165,0.4071,0.2346,0.1112,10
0.0985,0.1182,0.1202,0.2474,0.2374,0.1835,10
0.0425,0.0697,0.0477,0.2452,0.1681,0.0899,10
0.0485,0.0685,0.0511,0.258,0.1335,0.0658,10
0.05065,0.0674,0.06115,0.2289,0.1782,0.1138,10
0.049,0.0662,0.059,0.2524,0.1526,0.0846,10
0.0575,0.08,0.0795,0.207,0.2096,0.1629,10
0.0587,0.0752,0.0734,0.2062,0.2003,0.1317,10
0.0623,0.0836,0.0946,0.2194,0.2229,0.1441,10
0.045,0.06165,0.0488,0.2663,0.1671,0.08245,10
0.0725,0.0995,0.1068,0.224,0.2258,0.1613,10
0.0442,0.0686,0.0446,0.309,0.1738,0.1124,10
0.0571,0.0772,0.0644,0.2162,0.18665,0.1315,10
0.0684,0.0924,0.0695,0.293,0.2131,0.1127,10
0.04365,0.0644,0.05935,0.2129,0.1841,0.11075,10
0.0482,0.0641,0.055,0.1994,0.1538,0.1019,10
0.0439,0.0668,0.0712,0.238,0.2607,0.1655,10
0.0544,0.0749,0.0521,0.2916,0.2011,0.0959,10
0.04175,0.0667,0.04355,0.2659,0.17925,0.09035,10
0.0548,0.0786,0.0519,0.2977,0.18245,0.0866,10
0.0821,0.10225,0.09375,0.2187,0.1823,0.1221,10
0.082,0.1094,0.1238,0.28,0.2495,0.1776,10
0.0355,0.0558,0.0335,0.2734,0.1442,0.0621,10
0.0445,0.0621,0.0485,0.2424,0.182,0.10065,10
0.0433,0.0591,0.0437,0.2322,0.1866,0.0997,10
0.0484,0.0642,0.0512,0.218,0.1832,0.106,10
0.0696,0.0855,0.0894,0.2098,0.1825,0.1168,10
0.0398,0.0581,0.0377,0.2874,0.1833,0.0906,10
0.0561,0.0788,0.0683,0.2278,0.2244,0.1348,10
0.0593,0.0798,0.0854,0.2348,0.2203,0.143,10
0.0724,0.0884,0.0792,0.2124,0.1626,0.1131,10
0.0488,0.0698,0.0552,0.2218,0.161,0.0866,10
0.0503,0.0727,0.048,0.2688,0.1712,0.0859,10
0.0466,0.0697,0.0608,0.2484,0.187,0.1084,10
0.042,0.061,0.0438,0.2566,0.15435,0.07705,10
0.0486,0.0727,0.0536,0.2178,0.1605,0.0891,10
0.0678,0.0812,0.0859,0.187,0.1709,0.1384,10
0.0503,0.0673,0.0685,0.2156,0.2145,0.1372,10
0.0683,0.0943,0.073,0.296,0.20785,0.11535,10
0.05095,0.0745,0.04675,0.2865,0.16525,0.0756,10
0.0629,0.0806,0.0677,0.2596,0.2154,0.1344,10
0.0379,0.05775,0.0354,0.2529,0.158,0.07275,10
0.1007,0.1166,0.0776,0.4082,0.2348,0.113,10
0.0488,0.0736,0.0529,0.2762,0.1895,0.1008,10
0.0396,0.0602,0.0413,0.2722,0.1423,0.0669,10
0.0858,0.1088,0.1066,0.2092,0.2109,0.1428,10
0.0448,0.0646,0.0523,0.2032,0.1842,0.1069,10
0.0492,0.0658,0.0582,0.2386,0.1673,0.1004,10
0.0429,0.0614,0.0509,0.193,0.1676,0.097,10
0.04235,0.06195,0.0459,0.2159,0.176,0.0922,10
0.0431,0.06725,0.053,0.2614,0.17885,0.0902,10
0.0405,0.06385,0.04295,0.2504,0.1712,0.08645,10
0.0484,0.0661,0.0626,0.2066,0.1961,0.1172,10
0.03905,0.0617,0.0418,0.2837,0.18775,0.0855,10
0.043,0.0667,0.0469,0.2634,0.1731,0.0812,10
0.0651,0.0901,0.0985,0.2764,0.1971,0.1354,10
0.05805,0.0768,0.0714,0.292,0.20285,0.1143,10
0.0547,0.07285,0.05355,0.2569,0.20235,0.10515,10
0.0516,0.0727,0.0434,0.2928,0.1517,0.0655,10
0.0465,0.06645,0.05205,0.235,0.186,0.10115,10
0.0565,0.0829,0.0988,0.2202,0.2359,0.1494,10
0.0542,0.07565,0.06175,0.2485,0.1967,0.11235,10
0.08115,0.1035,0.09665,0.1938,0.17355,0.1238,10
0.044,0.0667,0.0456,0.2626,0.1625,0.0829,10
0.06835,0.09325,0.0736,0.2661,0.20695,0.13875,10
0.0415,0.0595,0.0433,0.2674,0.1724,0.088,10
0.0486,0.0678,0.0648,0.1808,0.2121,0.1322,10
0.06015,0.08015,0.0761,0.2509,0.2322,0.13455,10
0.0407,0.0588,0.0435,0.238,0.1723,0.0859,10
0.05295,0.07555,0.04935,0.291,0.1645,0.0746,10
0.0407,0.0549,0.0449,0.2592,0.1645,0.0863,10
0.0436,0.0645,0.0414,0.2574,0.1641,0.0845,10
0.0664,0.0957,0.0686,0.3774,0.2522,0.127,10
0.0495,0.0713,0.0577,0.2578,0.1721,0.0923,10
0.0611,0.08115,0.07595,0.2245,0.2134,0.13215,10
0.0596,0.0763,0.0552,0.2808,0.1886,0.0954,10
0.05665,0.07725,0.0588,0.3202,0.19935,0.1046,10
0.074,0.0959,0.0946,0.167,0.1714,0.1245,10
0.0608,0.0898,0.0857,0.2902,0.2246,0.1387,10
0.0436,0.0598,0.0451,0.2422,0.1611,0.0766,10
0.0503,0.0762,0.0501,0.2906,0.1826,0.0854,10
0.0398,0.06195,0.042,0.2535,0.1358,0.06115,10
0.0692,0.0901,0.0916,0.2498,0.2085,0.1403,10
0.0428,0.06485,0.0493,0.2014,0.16075,0.0877,10
0.0667,0.0844,0.0609,0.3672,0.2223,0.1095,10
0.0503,0.06835,0.0585,0.2188,0.15575,0.086,10
0.03795,0.05705,0.0426,0.2138,0.17075,0.08715,10
0.0576,0.0754,0.0542,0.1882,0.1585,0.1049,10
0.0543,0.07775,0.0696,0.2326,0.20285,0.136,10
0.0551,0.07455,0.0522,0.2876,0.2096,0.11735,10
0.0606,0.0869,0.0892,0.2626,0.2154,0.1375,10
0.0634,0.104,0.0554,0.474,0.1952,0.0919,10
0.0435,0.059,0.0382,0.2588,0.1565,0.0765,10
0.0608,0.0777,0.0749,0.225,0.1962,0.153,10
0.0953,0.09915,0.07615,0.3674,0.23025,0.11435,10
0.0482,0.0633,0.04445,0.2692,0.17225,0.08015,10
0.0481,0.06655,0.05125,0.2187,0.1587,0.09045,10
0.0524,0.0723,0.0666,0.273,0.1931,0.1103,10
0.0672,0.08065,0.07755,0.2431,0.1772,0.11155,10
0.0351,0.0547,0.0404,0.2286,0.1485,0.0713,10
